"age","marital","education","housing","loan","contact","month","duration","pdays","TermDeposit"
25,"single","secondary","no","no","cellular","jul",144,-1,"no"
35,"divorced","secondary","yes","no","cellular","nov",187,-1,"yes"
38,"married","secondary","yes","no","unknown","may",59,-1,"no"
59,"divorced","primary","yes","no","telephone","jul",69,-1,"no"
37,"divorced","secondary","no","no","cellular","jan",293,162,"no"
48,"single","secondary","yes","no","unknown","may",198,-1,"no"
35,"single","secondary","no","no","unknown","may",268,-1,"no"
36,"married","primary","no","no","cellular","apr",151,-1,"no"
54,"divorced","primary","yes","no","unknown","jun",173,-1,"no"
48,"single","secondary","yes","no","cellular","may",214,358,"no"
49,"single","secondary","no","no","unknown","may",14,-1,"no"
29,"single","secondary","yes","yes","unknown","jun",106,-1,"no"
25,"single","secondary","yes","no","unknown","may",393,-1,"no"
40,"married","secondary","yes","yes","unknown","may",263,-1,"no"
34,"married","primary","no","no","cellular","jan",278,97,"no"
35,"married","secondary","yes","no","cellular","jan",99,245,"no"
46,"married","tertiary","yes","no","unknown","may",374,-1,"no"
37,"divorced","secondary","yes","no","unknown","may",182,-1,"no"
32,"married","secondary","yes","no","unknown","may",260,-1,"no"
28,"single","secondary","yes","no","unknown","may",158,-1,"no"
22,"single","secondary","yes","no","cellular","apr",84,343,"no"
26,"single","primary","yes","no","cellular","apr",271,300,"no"
39,"married","secondary","yes","no","cellular","jul",311,-1,"no"
34,"married","tertiary","yes","no","cellular","apr",28,345,"no"
59,"divorced","primary","no","no","unknown","jun",404,-1,"no"
33,"single","secondary","yes","no","unknown","may",1128,-1,"no"
28,"single","tertiary","yes","no","cellular","sep",201,-1,"yes"
35,"married","secondary","yes","no","cellular","jul",230,-1,"no"
34,"single","tertiary","no","no","cellular","aug",211,-1,"no"
43,"married","secondary","yes","no","cellular","nov",504,-1,"yes"
25,"single","tertiary","yes","no","cellular","may",263,348,"no"
39,"married","secondary","yes","no","cellular","apr",436,-1,"no"
40,"single","primary","yes","no","unknown","jun",152,-1,"no"
44,"married","unknown","yes","no","telephone","jul",84,-1,"no"
58,"married","tertiary","no","no","cellular","aug",49,-1,"no"
71,"married","primary","no","no","cellular","sep",246,-1,"no"
50,"married","primary","no","no","unknown","jun",107,-1,"no"
49,"married","tertiary","yes","no","cellular","nov",42,188,"no"
23,"single","secondary","yes","no","cellular","may",283,-1,"no"
48,"married","primary","no","yes","cellular","aug",418,-1,"yes"
29,"single","secondary","yes","yes","unknown","jun",250,-1,"no"
31,"single","tertiary","no","no","cellular","aug",9,-1,"no"
36,"married","primary","no","no","unknown","jul",584,-1,"yes"
42,"divorced","secondary","yes","no","unknown","may",112,-1,"no"
44,"married","secondary","yes","no","cellular","feb",218,-1,"no"
44,"divorced","primary","no","no","cellular","jul",432,-1,"no"
47,"divorced","secondary","no","no","unknown","jun",63,-1,"no"
39,"married","secondary","yes","no","cellular","jul",342,-1,"yes"
33,"married","secondary","yes","no","cellular","may",244,-1,"no"
39,"married","tertiary","no","no","cellular","aug",140,-1,"no"
46,"single","secondary","no","no","telephone","jul",46,-1,"no"
42,"single","primary","yes","no","unknown","may",156,-1,"no"
47,"married","secondary","no","yes","cellular","jul",360,-1,"no"
54,"divorced","secondary","yes","no","cellular","feb",341,-1,"no"
33,"single","tertiary","no","no","cellular","aug",332,-1,"no"
53,"married","primary","no","no","cellular","aug",145,-1,"no"
31,"single","secondary","no","no","cellular","jul",252,184,"yes"
45,"married","tertiary","no","yes","cellular","jul",12,-1,"no"
51,"divorced","unknown","no","yes","unknown","jul",167,-1,"no"
41,"married","secondary","no","no","cellular","sep",134,121,"no"
38,"divorced","secondary","no","no","cellular","aug",63,-1,"no"
56,"single","secondary","yes","no","cellular","nov",367,-1,"no"
35,"married","unknown","yes","no","unknown","may",843,-1,"yes"
36,"married","tertiary","no","no","cellular","sep",349,53,"no"
31,"single","tertiary","yes","no","cellular","feb",15,261,"no"
48,"married","primary","no","no","cellular","jan",362,-1,"no"
36,"single","secondary","no","no","cellular","aug",876,-1,"yes"
47,"married","secondary","no","no","cellular","nov",353,-1,"no"
50,"married","secondary","no","no","telephone","jun",113,-1,"no"
49,"single","secondary","yes","yes","cellular","nov",454,-1,"yes"
43,"married","tertiary","yes","yes","cellular","nov",82,97,"no"
30,"married","primary","yes","no","cellular","may",55,-1,"no"
36,"married","secondary","yes","no","unknown","may",24,-1,"no"
25,"single","secondary","yes","no","unknown","may",615,-1,"yes"
53,"married","tertiary","yes","no","cellular","jul",85,-1,"no"
45,"married","tertiary","yes","no","unknown","may",657,-1,"no"
45,"single","tertiary","yes","yes","cellular","may",81,-1,"no"
42,"married","primary","yes","no","unknown","jun",46,-1,"no"
44,"married","secondary","yes","no","cellular","jul",149,-1,"no"
50,"divorced","secondary","yes","no","cellular","aug",101,-1,"no"
33,"married","secondary","yes","no","unknown","may",365,-1,"no"
48,"married","primary","no","no","cellular","nov",123,-1,"no"
47,"married","primary","no","no","telephone","jul",167,-1,"no"
60,"divorced","tertiary","no","no","cellular","may",243,271,"no"
60,"married","secondary","no","no","cellular","aug",124,-1,"no"
31,"married","secondary","yes","no","unknown","may",408,-1,"no"
43,"married","tertiary","no","no","cellular","jul",646,-1,"no"
51,"married","secondary","no","no","cellular","nov",118,-1,"no"
33,"divorced","tertiary","yes","yes","cellular","may",82,306,"no"
29,"married","secondary","yes","no","unknown","jun",85,-1,"no"
49,"married","tertiary","no","no","cellular","aug",27,-1,"no"
28,"married","secondary","yes","yes","cellular","may",165,300,"no"
31,"single","secondary","yes","no","cellular","aug",74,-1,"no"
35,"married","secondary","no","no","cellular","nov",178,-1,"no"
55,"divorced","tertiary","no","no","cellular","aug",1019,63,"yes"
44,"divorced","tertiary","no","no","cellular","aug",118,-1,"no"
48,"married","secondary","no","no","cellular","aug",139,-1,"no"
30,"single","secondary","no","yes","cellular","jul",117,-1,"no"
46,"married","primary","no","no","unknown","may",177,-1,"no"
37,"married","secondary","yes","no","cellular","may",8,-1,"no"
41,"married","secondary","yes","no","cellular","may",729,-1,"yes"
39,"divorced","secondary","no","no","cellular","aug",73,-1,"no"
23,"single","secondary","yes","no","unknown","jun",217,-1,"no"
32,"married","tertiary","yes","yes","cellular","apr",72,-1,"no"
37,"married","tertiary","no","no","unknown","may",36,-1,"no"
44,"divorced","secondary","yes","yes","unknown","may",97,-1,"no"
30,"married","tertiary","yes","no","unknown","may",122,-1,"no"
36,"married","tertiary","yes","yes","unknown","may",958,-1,"yes"
32,"single","secondary","yes","no","cellular","jan",61,-1,"no"
26,"single","tertiary","yes","yes","cellular","feb",269,-1,"yes"
32,"single","tertiary","no","no","cellular","may",16,-1,"no"
32,"single","tertiary","no","no","cellular","jul",407,-1,"no"
40,"single","primary","yes","no","cellular","may",109,-1,"no"
54,"married","secondary","yes","no","unknown","may",192,-1,"no"
34,"married","tertiary","no","no","cellular","aug",235,-1,"no"
44,"married","primary","no","no","unknown","jun",291,-1,"no"
34,"divorced","secondary","no","yes","unknown","may",339,-1,"no"
23,"single","secondary","yes","no","cellular","may",222,-1,"no"
40,"divorced","primary","yes","no","unknown","may",962,-1,"no"
38,"single","secondary","no","no","cellular","feb",315,180,"yes"
40,"married","secondary","no","no","unknown","jun",253,-1,"no"
38,"single","secondary","no","yes","cellular","jul",172,-1,"no"
49,"married","secondary","no","no","cellular","nov",201,113,"no"
47,"divorced","primary","yes","no","cellular","apr",473,339,"no"
51,"divorced","primary","yes","no","cellular","may",341,-1,"no"
51,"married","secondary","no","no","telephone","jul",145,-1,"no"
48,"married","primary","yes","yes","cellular","aug",36,-1,"no"
39,"divorced","tertiary","no","yes","cellular","aug",74,-1,"no"
60,"divorced","tertiary","no","yes","cellular","may",464,321,"yes"
58,"married","tertiary","yes","no","cellular","apr",750,164,"yes"
49,"divorced","secondary","yes","no","cellular","jul",85,-1,"no"
54,"single","secondary","no","no","cellular","nov",149,-1,"no"
52,"married","secondary","no","no","cellular","aug",314,-1,"no"
25,"married","secondary","no","no","telephone","jul",218,-1,"no"
27,"married","secondary","yes","no","unknown","jun",749,-1,"no"
31,"single","tertiary","no","no","cellular","nov",74,-1,"no"
46,"divorced","tertiary","no","yes","cellular","jul",96,-1,"no"
58,"married","primary","no","no","telephone","jun",336,-1,"no"
33,"single","primary","no","no","cellular","jul",263,-1,"no"
30,"married","secondary","yes","yes","cellular","aug",92,-1,"no"
38,"married","secondary","yes","no","cellular","may",32,308,"no"
55,"divorced","tertiary","no","no","cellular","nov",48,154,"no"
42,"married","secondary","no","yes","unknown","jun",47,-1,"no"
42,"married","secondary","no","no","cellular","aug",91,-1,"no"
32,"single","secondary","yes","no","cellular","nov",379,-1,"no"
49,"married","tertiary","no","no","cellular","aug",102,-1,"no"
51,"married","tertiary","no","no","cellular","aug",896,-1,"no"
32,"married","tertiary","yes","no","cellular","apr",77,133,"no"
34,"divorced","secondary","no","no","cellular","apr",137,430,"no"
24,"single","tertiary","yes","no","cellular","jul",267,-1,"yes"
45,"married","secondary","yes","no","cellular","nov",143,166,"no"
37,"married","tertiary","yes","no","unknown","may",149,-1,"no"
37,"married","secondary","yes","yes","unknown","may",157,-1,"no"
47,"married","secondary","no","no","cellular","aug",175,-1,"no"
33,"divorced","tertiary","yes","no","cellular","jan",259,259,"no"
40,"married","primary","yes","no","cellular","apr",1156,-1,"no"
29,"married","tertiary","yes","no","cellular","jan",61,265,"no"
53,"married","primary","no","no","cellular","jul",1169,-1,"yes"
37,"married","tertiary","yes","yes","cellular","jul",332,-1,"no"
26,"single","secondary","no","no","unknown","may",54,-1,"no"
29,"married","secondary","yes","no","cellular","jul",644,-1,"no"
32,"divorced","secondary","yes","yes","cellular","apr",211,-1,"no"
48,"married","secondary","no","no","cellular","aug",459,-1,"no"
60,"divorced","secondary","no","yes","telephone","jul",357,-1,"no"
73,"single","secondary","no","no","cellular","mar",562,181,"yes"
34,"married","secondary","yes","yes","cellular","jul",127,-1,"no"
33,"single","secondary","yes","no","cellular","feb",121,256,"no"
55,"divorced","secondary","yes","no","unknown","jun",99,-1,"no"
43,"married","secondary","yes","no","unknown","may",107,-1,"no"
51,"divorced","secondary","yes","no","unknown","may",247,-1,"no"
27,"single","secondary","yes","no","unknown","may",238,-1,"no"
44,"married","tertiary","no","no","cellular","jul",571,-1,"yes"
45,"married","tertiary","no","no","unknown","jun",100,-1,"no"
43,"married","primary","yes","no","cellular","jul",180,-1,"no"
34,"married","primary","yes","no","unknown","jun",130,-1,"no"
28,"single","tertiary","no","no","cellular","apr",384,80,"yes"
35,"married","tertiary","yes","no","unknown","jun",281,-1,"no"
49,"married","secondary","no","yes","unknown","jun",10,-1,"no"
36,"married","primary","yes","no","unknown","jun",132,-1,"no"
59,"married","primary","no","no","cellular","aug",184,-1,"no"
35,"single","unknown","no","no","telephone","jan",122,-1,"no"
40,"married","primary","yes","no","telephone","nov",111,156,"no"
26,"married","secondary","no","no","cellular","apr",209,-1,"yes"
30,"married","secondary","yes","no","unknown","may",115,-1,"no"
30,"single","secondary","yes","no","cellular","jul",81,-1,"no"
58,"single","secondary","yes","no","cellular","apr",861,321,"no"
53,"divorced","tertiary","yes","no","unknown","may",217,-1,"no"
26,"single","secondary","yes","no","unknown","jun",239,-1,"no"
34,"single","secondary","no","no","cellular","jan",27,-1,"no"
38,"single","secondary","yes","no","cellular","may",193,-1,"no"
50,"divorced","primary","yes","no","unknown","may",92,-1,"no"
49,"married","secondary","no","yes","cellular","aug",168,-1,"no"
34,"divorced","tertiary","yes","no","cellular","may",239,-1,"no"
50,"married","tertiary","yes","no","cellular","nov",163,113,"no"
66,"married","secondary","no","no","cellular","oct",189,-1,"no"
26,"single","secondary","no","yes","cellular","may",172,-1,"no"
39,"married","tertiary","no","no","telephone","jul",41,-1,"no"
85,"married","unknown","no","no","telephone","jan",140,-1,"no"
48,"single","tertiary","no","yes","cellular","jan",121,190,"no"
43,"married","tertiary","no","no","cellular","aug",25,-1,"no"
45,"divorced","primary","no","no","cellular","jul",758,-1,"no"
31,"married","secondary","yes","no","cellular","may",394,-1,"yes"
29,"single","tertiary","yes","no","cellular","may",44,-1,"no"
34,"married","tertiary","no","no","cellular","sep",300,44,"yes"
31,"single","secondary","yes","yes","cellular","may",1205,-1,"yes"
31,"single","secondary","yes","no","unknown","may",87,-1,"no"
41,"single","tertiary","yes","no","cellular","may",258,90,"yes"
35,"single","tertiary","no","no","cellular","nov",370,-1,"no"
48,"married","primary","yes","no","unknown","may",70,-1,"no"
30,"married","secondary","no","yes","unknown","jun",23,-1,"no"
33,"married","secondary","yes","no","unknown","may",247,-1,"no"
35,"married","secondary","yes","no","cellular","jul",219,-1,"no"
37,"single","tertiary","no","no","unknown","may",416,-1,"no"
35,"single","tertiary","yes","no","unknown","may",554,-1,"no"
34,"married","tertiary","yes","yes","cellular","jul",129,-1,"no"
56,"married","secondary","no","no","cellular","nov",150,-1,"no"
56,"married","secondary","no","yes","telephone","jul",197,-1,"no"
45,"married","tertiary","yes","no","cellular","may",337,-1,"no"
41,"married","tertiary","no","no","cellular","jul",21,-1,"no"
25,"married","tertiary","no","no","cellular","dec",400,-1,"yes"
59,"married","secondary","no","no","telephone","jul",1140,-1,"no"
59,"married","secondary","no","no","cellular","jul",62,-1,"no"
62,"married","tertiary","no","no","cellular","apr",113,182,"no"
45,"married","primary","no","no","unknown","jun",98,-1,"no"
55,"married","secondary","no","no","cellular","aug",129,-1,"no"
38,"single","tertiary","yes","yes","cellular","jan",103,247,"no"
33,"married","primary","yes","no","unknown","may",296,-1,"no"
