age,marital,education,housing,loan,contact,month,duration,pdays,TermDeposit,contacted_before
23,single,secondary,yes,no,cellular,may,283,,no,0
48,married,primary,no,yes,cellular,aug,418,,yes,0
29,single,secondary,yes,yes,unknown,jun,250,,no,0
31,single,tertiary,no,no,cellular,aug,9,,no,0
36,married,primary,no,no,unknown,jul,584,,yes,0
42,divorced,secondary,yes,no,unknown,may,112,,no,0
44,married,secondary,yes,no,cellular,feb,218,,no,0
44,divorced,primary,no,no,cellular,jul,432,,no,0
47,divorced,secondary,no,no,unknown,jun,63,,no,0
39,married,secondary,yes,no,cellular,jul,342,,yes,0
33,married,secondary,yes,no,cellular,may,244,,no,0
39,married,tertiary,no,no,cellular,aug,140,,no,0
46,single,secondary,no,no,telephone,jul,46,,no,0
42,single,primary,yes,no,unknown,may,156,,no,0
47,married,secondary,no,yes,cellular,jul,360,,no,0
54,divorced,secondary,yes,no,cellular,feb,341,,no,0
33,single,tertiary,no,no,cellular,aug,332,,no,0
53,married,primary,no,no,cellular,aug,145,,no,0
31,single,secondary,no,no,cellular,jul,252,184.0,yes,1
45,married,tertiary,no,yes,cellular,jul,12,,no,0
51,divorced,unknown,no,yes,unknown,jul,167,,no,0
41,married,secondary,no,no,cellular,sep,134,121.0,no,1
38,divorced,secondary,no,no,cellular,aug,63,,no,0
56,single,secondary,yes,no,cellular,nov,367,,no,0
35,married,unknown,yes,no,unknown,may,843,,yes,0
36,married,tertiary,no,no,cellular,sep,349,53.0,no,1
31,single,tertiary,yes,no,cellular,feb,15,261.0,no,1
48,married,primary,no,no,cellular,jan,362,,no,0
36,single,secondary,no,no,cellular,aug,876,,yes,0
47,married,secondary,no,no,cellular,nov,353,,no,0
50,married,secondary,no,no,telephone,jun,113,,no,0
49,single,secondary,yes,yes,cellular,nov,454,,yes,0
43,married,tertiary,yes,yes,cellular,nov,82,97.0,no,1
30,married,primary,yes,no,cellular,may,55,,no,0
36,married,secondary,yes,no,unknown,may,24,,no,0
25,single,secondary,yes,no,unknown,may,615,,yes,0
53,married,tertiary,yes,no,cellular,jul,85,,no,0
45,married,tertiary,yes,no,unknown,may,657,,no,0
45,single,tertiary,yes,yes,cellular,may,81,,no,0
42,married,primary,yes,no,unknown,jun,46,,no,0
44,married,secondary,yes,no,cellular,jul,149,,no,0
50,divorced,secondary,yes,no,cellular,aug,101,,no,0
33,married,secondary,yes,no,unknown,may,365,,no,0
48,married,primary,no,no,cellular,nov,123,,no,0
47,married,primary,no,no,telephone,jul,167,,no,0
60,divorced,tertiary,no,no,cellular,may,243,271.0,no,1
60,married,secondary,no,no,cellular,aug,124,,no,0
31,married,secondary,yes,no,unknown,may,408,,no,0
43,married,tertiary,no,no,cellular,jul,646,,no,0
51,married,secondary,no,no,cellular,nov,118,,no,0
33,divorced,tertiary,yes,yes,cellular,may,82,306.0,no,1
29,married,secondary,yes,no,unknown,jun,85,,no,0
49,married,tertiary,no,no,cellular,aug,27,,no,0
28,married,secondary,yes,yes,cellular,may,165,300.0,no,1
31,single,secondary,yes,no,cellular,aug,74,,no,0
35,married,secondary,no,no,cellular,nov,178,,no,0
55,divorced,tertiary,no,no,cellular,aug,1019,63.0,yes,1
44,divorced,tertiary,no,no,cellular,aug,118,,no,0
48,married,secondary,no,no,cellular,aug,139,,no,0
30,single,secondary,no,yes,cellular,jul,117,,no,0
46,married,primary,no,no,unknown,may,177,,no,0
37,married,secondary,yes,no,cellular,may,8,,no,0
41,married,secondary,yes,no,cellular,may,729,,yes,0
39,divorced,secondary,no,no,cellular,aug,73,,no,0
23,single,secondary,yes,no,unknown,jun,217,,no,0
32,married,tertiary,yes,yes,cellular,apr,72,,no,0
37,married,tertiary,no,no,unknown,may,36,,no,0
44,divorced,secondary,yes,yes,unknown,may,97,,no,0
30,married,tertiary,yes,no,unknown,may,122,,no,0
36,married,tertiary,yes,yes,unknown,may,958,,yes,0
32,single,secondary,yes,no,cellular,jan,61,,no,0
26,single,tertiary,yes,yes,cellular,feb,269,,yes,0
32,single,tertiary,no,no,cellular,may,16,,no,0
32,single,tertiary,no,no,cellular,jul,407,,no,0
40,single,primary,yes,no,cellular,may,109,,no,0
54,married,secondary,yes,no,unknown,may,192,,no,0
34,married,tertiary,no,no,cellular,aug,235,,no,0
44,married,primary,no,no,unknown,jun,291,,no,0
34,divorced,secondary,no,yes,unknown,may,339,,no,0
23,single,secondary,yes,no,cellular,may,222,,no,0
40,divorced,primary,yes,no,unknown,may,962,,no,0
38,single,secondary,no,no,cellular,feb,315,180.0,yes,1
40,married,secondary,no,no,unknown,jun,253,,no,0
38,single,secondary,no,yes,cellular,jul,172,,no,0
49,married,secondary,no,no,cellular,nov,201,113.0,no,1
47,divorced,primary,yes,no,cellular,apr,473,339.0,no,1
51,divorced,primary,yes,no,cellular,may,341,,no,0
51,married,secondary,no,no,telephone,jul,145,,no,0
48,married,primary,yes,yes,cellular,aug,36,,no,0
39,divorced,tertiary,no,yes,cellular,aug,74,,no,0
60,divorced,tertiary,no,yes,cellular,may,464,321.0,yes,1
58,married,tertiary,yes,no,cellular,apr,750,164.0,yes,1
49,divorced,secondary,yes,no,cellular,jul,85,,no,0
54,single,secondary,no,no,cellular,nov,149,,no,0
52,married,secondary,no,no,cellular,aug,314,,no,0
25,married,secondary,no,no,telephone,jul,218,,no,0
27,married,secondary,yes,no,unknown,jun,749,,no,0
31,single,tertiary,no,no,cellular,nov,74,,no,0
46,divorced,tertiary,no,yes,cellular,jul,96,,no,0
58,married,primary,no,no,telephone,jun,336,,no,0
33,single,primary,no,no,cellular,jul,263,,no,0
30,married,secondary,yes,yes,cellular,aug,92,,no,0
38,married,secondary,yes,no,cellular,may,32,308.0,no,1
55,divorced,tertiary,no,no,cellular,nov,48,154.0,no,1
42,married,secondary,no,yes,unknown,jun,47,,no,0
42,married,secondary,no,no,cellular,aug,91,,no,0
32,single,secondary,yes,no,cellular,nov,379,,no,0
49,married,tertiary,no,no,cellular,aug,102,,no,0
51,married,tertiary,no,no,cellular,aug,896,,no,0
32,married,tertiary,yes,no,cellular,apr,77,133.0,no,1
34,divorced,secondary,no,no,cellular,apr,137,430.0,no,1
24,single,tertiary,yes,no,cellular,jul,267,,yes,0
45,married,secondary,yes,no,cellular,nov,143,166.0,no,1
37,married,tertiary,yes,no,unknown,may,149,,no,0
37,married,secondary,yes,yes,unknown,may,157,,no,0
47,married,secondary,no,no,cellular,aug,175,,no,0
33,divorced,tertiary,yes,no,cellular,jan,259,259.0,no,1
40,married,primary,yes,no,cellular,apr,1156,,no,0
29,married,tertiary,yes,no,cellular,jan,61,265.0,no,1
53,married,primary,no,no,cellular,jul,1169,,yes,0
37,married,tertiary,yes,yes,cellular,jul,332,,no,0
26,single,secondary,no,no,unknown,may,54,,no,0
29,married,secondary,yes,no,cellular,jul,644,,no,0
32,divorced,secondary,yes,yes,cellular,apr,211,,no,0
48,married,secondary,no,no,cellular,aug,459,,no,0
60,divorced,secondary,no,yes,telephone,jul,357,,no,0
73,single,secondary,no,no,cellular,mar,562,181.0,yes,1
34,married,secondary,yes,yes,cellular,jul,127,,no,0
33,single,secondary,yes,no,cellular,feb,121,256.0,no,1
55,divorced,secondary,yes,no,unknown,jun,99,,no,0
43,married,secondary,yes,no,unknown,may,107,,no,0
51,divorced,secondary,yes,no,unknown,may,247,,no,0
27,single,secondary,yes,no,unknown,may,238,,no,0
44,married,tertiary,no,no,cellular,jul,571,,yes,0
45,married,tertiary,no,no,unknown,jun,100,,no,0
43,married,primary,yes,no,cellular,jul,180,,no,0
34,married,primary,yes,no,unknown,jun,130,,no,0
28,single,tertiary,no,no,cellular,apr,384,80.0,yes,1
35,married,tertiary,yes,no,unknown,jun,281,,no,0
49,married,secondary,no,yes,unknown,jun,10,,no,0
36,married,primary,yes,no,unknown,jun,132,,no,0
59,married,primary,no,no,cellular,aug,184,,no,0
35,single,unknown,no,no,telephone,jan,122,,no,0
40,married,primary,yes,no,telephone,nov,111,156.0,no,1
26,married,secondary,no,no,cellular,apr,209,,yes,0
30,married,secondary,yes,no,unknown,may,115,,no,0
30,single,secondary,yes,no,cellular,jul,81,,no,0
58,single,secondary,yes,no,cellular,apr,861,321.0,no,1
53,divorced,tertiary,yes,no,unknown,may,217,,no,0
26,single,secondary,yes,no,unknown,jun,239,,no,0
34,single,secondary,no,no,cellular,jan,27,,no,0
38,single,secondary,yes,no,cellular,may,193,,no,0
50,divorced,primary,yes,no,unknown,may,92,,no,0
49,married,secondary,no,yes,cellular,aug,168,,no,0
34,divorced,tertiary,yes,no,cellular,may,239,,no,0
50,married,tertiary,yes,no,cellular,nov,163,113.0,no,1
66,married,secondary,no,no,cellular,oct,189,,no,0
26,single,secondary,no,yes,cellular,may,172,,no,0
39,married,tertiary,no,no,telephone,jul,41,,no,0
85,married,unknown,no,no,telephone,jan,140,,no,0
48,single,tertiary,no,yes,cellular,jan,121,190.0,no,1
43,married,tertiary,no,no,cellular,aug,25,,no,0
45,divorced,primary,no,no,cellular,jul,758,,no,0
31,married,secondary,yes,no,cellular,may,394,,yes,0
29,single,tertiary,yes,no,cellular,may,44,,no,0
34,married,tertiary,no,no,cellular,sep,300,44.0,yes,1
31,single,secondary,yes,yes,cellular,may,1205,,yes,0
31,single,secondary,yes,no,unknown,may,87,,no,0
41,single,tertiary,yes,no,cellular,may,258,90.0,yes,1
35,single,tertiary,no,no,cellular,nov,370,,no,0
48,married,primary,yes,no,unknown,may,70,,no,0
30,married,secondary,no,yes,unknown,jun,23,,no,0
33,married,secondary,yes,no,unknown,may,247,,no,0
35,married,secondary,yes,no,cellular,jul,219,,no,0
37,single,tertiary,no,no,unknown,may,416,,no,0
35,single,tertiary,yes,no,unknown,may,554,,no,0
34,married,tertiary,yes,yes,cellular,jul,129,,no,0
56,married,secondary,no,no,cellular,nov,150,,no,0
56,married,secondary,no,yes,telephone,jul,197,,no,0
45,married,tertiary,yes,no,cellular,may,337,,no,0
41,married,tertiary,no,no,cellular,jul,21,,no,0
25,married,tertiary,no,no,cellular,dec,400,,yes,0
59,married,secondary,no,no,telephone,jul,1140,,no,0
59,married,secondary,no,no,cellular,jul,62,,no,0
62,married,tertiary,no,no,cellular,apr,113,182.0,no,1
45,married,primary,no,no,unknown,jun,98,,no,0
55,married,secondary,no,no,cellular,aug,129,,no,0
38,single,tertiary,yes,yes,cellular,jan,103,247.0,no,1
33,married,primary,yes,no,unknown,may,296,,no,0
41,married,secondary,yes,no,unknown,may,114,,no,0
33,married,secondary,yes,yes,unknown,may,323,,no,0
44,married,secondary,yes,no,unknown,may,253,,no,0
38,married,tertiary,yes,no,cellular,jul,139,,no,0
52,married,primary,no,no,telephone,dec,91,217.0,no,1
30,single,secondary,no,no,cellular,nov,51,,no,0
37,married,primary,yes,no,unknown,may,137,,no,0
59,married,primary,no,no,telephone,jul,215,,no,0
39,married,secondary,no,yes,cellular,aug,94,,no,0
31,single,secondary,yes,no,cellular,may,228,370.0,no,1
41,married,primary,yes,no,cellular,nov,145,,no,0
30,married,secondary,yes,no,cellular,feb,192,,no,0
28,married,secondary,yes,yes,unknown,may,866,,no,0
56,married,unknown,no,no,unknown,jun,471,,no,0
36,married,secondary,yes,no,unknown,may,456,,no,0
42,married,primary,no,no,unknown,jun,850,,no,0
38,divorced,tertiary,yes,no,cellular,may,295,343.0,no,1
41,single,tertiary,no,no,cellular,nov,164,,no,0
33,married,secondary,yes,no,cellular,nov,193,,no,0
33,single,primary,yes,no,unknown,may,193,,no,0
35,single,tertiary,yes,yes,unknown,jun,95,,no,0
27,single,secondary,yes,no,telephone,may,289,,no,0
31,married,primary,no,no,unknown,jun,532,,no,0
56,divorced,tertiary,no,no,cellular,feb,108,199.0,no,1
23,single,secondary,yes,no,unknown,may,180,,no,0
31,married,tertiary,yes,no,unknown,may,206,,no,0
66,married,primary,no,no,cellular,aug,401,,no,0
27,single,tertiary,yes,no,unknown,may,391,,no,0
34,single,tertiary,no,no,cellular,aug,37,,no,0
48,divorced,secondary,yes,yes,cellular,may,100,361.0,no,1
44,married,tertiary,no,no,telephone,jul,168,,no,0
39,single,secondary,yes,no,unknown,may,462,,no,0
40,married,secondary,yes,no,cellular,may,508,173.0,no,1
47,married,secondary,yes,no,cellular,nov,127,176.0,no,1
57,married,tertiary,no,no,telephone,jul,539,,no,0
39,married,secondary,yes,no,unknown,may,126,,no,0
43,married,secondary,no,no,cellular,jul,103,,no,0
38,single,secondary,no,yes,cellular,jul,260,,no,0
39,married,tertiary,yes,yes,unknown,jun,185,,no,0
38,single,secondary,yes,no,cellular,apr,1691,264.0,yes,1
59,married,secondary,no,yes,cellular,jul,246,,no,0
44,divorced,secondary,yes,no,cellular,jul,835,,no,0
29,married,tertiary,yes,no,cellular,may,41,,no,0
30,married,tertiary,no,no,cellular,aug,112,,no,0
36,married,primary,no,no,cellular,feb,148,,no,0
31,single,tertiary,no,no,cellular,apr,116,,no,0
31,divorced,secondary,yes,yes,cellular,jul,913,,yes,0
49,married,secondary,no,no,cellular,aug,278,,no,0
35,married,secondary,yes,yes,cellular,nov,83,144.0,no,1
48,married,tertiary,yes,no,cellular,jan,134,169.0,no,1
32,married,tertiary,no,yes,unknown,oct,71,,no,0
42,married,primary,yes,no,telephone,jul,59,,no,0
53,married,primary,yes,no,unknown,may,121,,no,0
60,married,secondary,no,yes,cellular,feb,260,195.0,no,1
40,divorced,secondary,no,no,cellular,may,449,,yes,0
31,single,tertiary,yes,no,cellular,feb,90,,no,0
32,divorced,secondary,yes,no,cellular,feb,342,260.0,no,1
26,single,secondary,yes,no,cellular,sep,230,93.0,yes,1
44,married,tertiary,yes,yes,cellular,jul,54,,no,0
31,single,tertiary,no,no,cellular,jul,225,,no,0
35,single,tertiary,no,no,cellular,jan,105,,no,0
57,divorced,unknown,no,no,unknown,jun,335,,no,0
30,single,tertiary,yes,no,unknown,may,138,,no,0
50,married,tertiary,no,no,unknown,jun,117,,no,0
31,single,tertiary,yes,no,unknown,may,202,,no,0
26,single,tertiary,no,no,cellular,feb,11,,no,0
31,single,tertiary,yes,no,cellular,may,380,,no,0
58,married,primary,yes,yes,cellular,aug,163,,no,0
33,married,secondary,no,no,cellular,aug,87,1.0,no,1
48,married,tertiary,yes,no,cellular,may,235,,no,0
56,married,secondary,no,no,unknown,jun,74,,no,0
26,single,tertiary,yes,no,cellular,may,216,,no,0
34,single,secondary,yes,no,cellular,apr,437,,no,0
26,single,secondary,yes,no,cellular,may,667,,yes,0
58,married,secondary,no,no,cellular,may,165,287.0,yes,1
33,single,tertiary,no,no,cellular,feb,126,88.0,yes,1
42,married,secondary,yes,no,cellular,nov,96,,no,0
37,single,secondary,no,no,unknown,jun,527,,no,0
60,married,secondary,yes,no,telephone,jul,196,,no,0
51,single,tertiary,yes,no,cellular,nov,168,,no,0
57,married,tertiary,yes,no,unknown,may,339,,no,0
24,single,unknown,yes,no,unknown,may,109,,no,0
47,married,tertiary,no,no,cellular,aug,228,,no,0
45,married,secondary,no,no,cellular,may,204,,no,0
31,single,primary,yes,no,unknown,may,411,,no,0
55,married,secondary,no,no,cellular,jun,201,,yes,0
28,single,secondary,yes,no,unknown,may,267,,no,0
39,married,secondary,no,no,cellular,feb,137,189.0,no,1
36,married,tertiary,no,no,cellular,jul,74,,no,0
44,married,tertiary,no,no,unknown,jun,125,,no,0
46,married,secondary,yes,yes,cellular,may,60,,no,0
37,married,secondary,yes,no,unknown,may,158,,no,0
57,single,secondary,yes,no,cellular,jul,98,,no,0
59,married,primary,yes,no,cellular,jul,408,,no,0
47,married,secondary,yes,no,unknown,may,577,,no,0
55,married,tertiary,no,no,cellular,aug,273,,no,0
42,married,secondary,yes,no,cellular,nov,46,171.0,no,1
30,single,tertiary,no,no,cellular,apr,243,,no,0
33,single,secondary,yes,no,unknown,may,142,,no,0
39,married,primary,yes,no,unknown,may,173,,no,0
42,married,secondary,yes,no,unknown,may,259,,no,0
35,married,tertiary,yes,yes,cellular,feb,76,5.0,no,1
28,single,secondary,yes,no,cellular,jan,205,,no,0
38,single,secondary,yes,no,cellular,may,114,,no,0
28,single,secondary,yes,no,cellular,may,87,,no,0
41,married,tertiary,yes,no,unknown,may,335,,no,0
35,single,secondary,no,no,telephone,nov,215,,no,0
39,married,secondary,yes,yes,unknown,jun,252,,no,0
52,married,secondary,no,no,cellular,aug,112,,no,0
46,married,tertiary,yes,no,unknown,jun,153,,no,0
39,single,secondary,no,no,cellular,nov,333,105.0,no,1
29,single,secondary,yes,no,unknown,may,177,,no,0
42,single,secondary,yes,no,unknown,sep,6,524.0,no,1
33,single,secondary,yes,no,cellular,may,302,356.0,no,1
29,married,secondary,yes,no,cellular,may,339,362.0,no,1
53,married,primary,yes,yes,cellular,aug,119,,no,0
30,single,secondary,no,no,cellular,feb,110,,no,0
34,single,secondary,yes,no,cellular,nov,121,,no,0
59,divorced,secondary,no,no,cellular,feb,213,,no,0
44,married,secondary,yes,no,cellular,nov,205,,no,0
32,divorced,secondary,yes,no,unknown,may,218,,no,0
45,married,tertiary,yes,yes,cellular,jul,199,,no,0
57,married,secondary,no,no,cellular,nov,198,,no,0
28,single,secondary,no,no,cellular,jul,87,184.0,yes,1
53,married,tertiary,no,no,cellular,aug,224,86.0,no,1
56,married,secondary,yes,no,unknown,jun,44,,no,0
50,divorced,secondary,no,no,cellular,jul,65,,no,0
36,married,secondary,no,no,unknown,jun,283,,no,0
66,married,secondary,no,yes,cellular,feb,232,181.0,yes,1
33,married,secondary,yes,yes,cellular,nov,17,198.0,no,1
34,married,secondary,yes,yes,telephone,jul,92,,no,0
51,married,primary,yes,no,unknown,may,673,,no,0
59,married,tertiary,no,no,cellular,nov,48,,no,0
40,married,secondary,yes,no,cellular,jul,145,,no,0
27,single,secondary,yes,no,cellular,feb,416,,yes,0
30,married,secondary,yes,no,cellular,may,69,,no,0
44,divorced,secondary,no,no,cellular,apr,1594,148.0,yes,1
55,married,secondary,yes,yes,unknown,may,61,,no,0
44,divorced,secondary,no,yes,telephone,jul,672,,no,0
29,single,secondary,yes,no,cellular,apr,161,316.0,no,1
28,single,secondary,yes,no,cellular,may,55,,no,0
25,single,tertiary,yes,no,cellular,may,223,89.0,yes,1
42,divorced,tertiary,yes,no,unknown,jun,254,,no,0
49,married,tertiary,yes,no,cellular,nov,408,,no,0
45,divorced,primary,no,no,cellular,jul,878,,yes,0
61,divorced,secondary,no,no,cellular,sep,145,391.0,no,1
27,married,secondary,yes,no,unknown,jun,216,,no,0
41,divorced,secondary,yes,yes,unknown,may,65,,no,0
35,single,unknown,yes,no,cellular,nov,68,,no,0
32,single,tertiary,no,no,cellular,aug,181,,no,0
34,married,secondary,yes,no,unknown,may,91,,no,0
42,divorced,tertiary,no,no,cellular,aug,85,,no,0
45,married,primary,yes,no,unknown,may,68,,no,0
30,single,secondary,no,yes,cellular,jul,110,,no,0
46,married,secondary,no,no,cellular,jul,1187,,no,0
46,married,secondary,yes,yes,cellular,jul,232,,no,0
32,single,primary,yes,no,unknown,may,61,,no,0
59,divorced,unknown,yes,no,unknown,may,248,,no,0
39,married,secondary,yes,no,cellular,apr,649,,no,0
32,married,secondary,yes,no,cellular,may,80,,no,0
33,married,secondary,yes,yes,unknown,may,22,,no,0
34,married,tertiary,yes,no,cellular,aug,262,99.0,yes,1
28,single,secondary,no,no,unknown,jun,25,,no,0
40,married,secondary,no,no,cellular,jul,255,,no,0
33,married,tertiary,yes,no,unknown,aug,12,,no,0
49,married,tertiary,no,no,cellular,dec,439,185.0,yes,1
56,married,secondary,no,no,telephone,jul,39,,no,0
48,divorced,tertiary,yes,no,cellular,apr,725,,no,0
32,single,secondary,yes,yes,unknown,may,162,,no,0
34,single,unknown,yes,no,cellular,may,612,,yes,0
50,married,tertiary,yes,no,cellular,may,258,329.0,no,1
24,single,tertiary,no,no,cellular,jul,257,,yes,0
31,married,unknown,no,no,cellular,nov,584,,no,0
54,single,tertiary,yes,no,unknown,jun,68,,no,0
36,single,unknown,yes,no,unknown,may,515,,yes,0
30,single,unknown,no,no,cellular,feb,96,175.0,no,1
53,divorced,secondary,yes,no,unknown,may,812,,no,0
45,married,secondary,no,yes,cellular,jul,312,,no,0
40,single,secondary,yes,no,unknown,jun,65,,no,0
31,married,secondary,yes,no,unknown,may,226,,no,0
46,divorced,secondary,yes,no,cellular,jul,100,,no,0
31,single,secondary,yes,yes,cellular,jul,104,,no,0
32,divorced,secondary,yes,no,cellular,may,286,,no,0
30,single,tertiary,yes,no,cellular,apr,108,,no,0
60,married,primary,no,no,cellular,apr,118,,no,0
40,married,primary,yes,no,unknown,may,145,,no,0
48,married,secondary,yes,no,unknown,may,98,,no,0
41,married,tertiary,yes,no,cellular,jun,288,,no,0
32,married,secondary,no,no,cellular,may,113,,no,0
29,single,secondary,yes,no,cellular,may,172,346.0,no,1
51,married,primary,no,yes,unknown,jun,75,,no,0
30,married,primary,yes,no,unknown,may,299,,no,0
32,married,primary,yes,no,cellular,nov,820,,yes,0
57,married,secondary,no,no,cellular,jan,73,,no,0
30,married,tertiary,yes,no,cellular,jul,209,,no,0
34,single,tertiary,no,no,cellular,aug,196,455.0,yes,1
